nroatc,codigoatc,codigoatc_L,descatc,label
261,A05AX01,A05AX01,A05AX01 - Piprozolina,A05AX01 - Piprozolina
262,A05AX02,A05AX02,A05AX02 - Himecromona,A05AX02 - Himecromona
263,A05AX03,A05AX03,A05AX03 - Ciclobutirol,A05AX03 - Ciclobutirol
264,A05B,A05B,"A05B - TERAPIA HEPÁTICA, LIPOTRÓPICOS","A05B - TERAPIA HEPÁTICA, LIPOTRÓPICOS"
265,A05BA,A05BA,A05BA - Terapia hepática,A05BA - Terapia hepática
266,A05BA01,A05BA01,"A05BA01 - Arginina, glutamato de","A05BA01 - Arginina, glutamato de"
267,A05BA03,A05BA03,A05BA03 - Silimarina,A05BA03 - Silimarina
268,A05BA04,A05BA04,A05BA04 - Citiolona,A05BA04 - Citiolona
269,A05BA05,A05BA05,A05BA05 - Epomediol,A05BA05 - Epomediol
270,A05BA06,A05BA06,"A05BA06 - Ornitina, oxoglurato de","A05BA06 - Ornitina, oxoglurato de"
271,A05BA07,A05BA07,A05BA07 - Tidiácico arginina,A05BA07 - Tidiácico arginina
272,A05C,A05C,A05C - FÁRMACOS PARA TERAPIA BILIAR Y LIPOTRÓPICOS EN COMBINACIÓN,A05C - FÁRMACOS PARA TERAPIA BILIAR Y LIPOTRÓPICOS EN COMBINACIÓN
273,A06,A06,A06 - FÁRMACOS PARA EL ESTREÑIMIENTO,A06 - FÁRMACOS PARA EL ESTREÑIMIENTO
274,A06A,A06A,A06A - FÁRMACOS PARA EL ESTREÑIMIENTO,A06A - FÁRMACOS PARA EL ESTREÑIMIENTO
275,A06AA,A06AA,"A06AA - Suavizantes, emolientes","A06AA - Suavizantes, emolientes"
276,A06AA01,A06AA01,A06AA01 - Parafina liquida,A06AA01 - Parafina liquida
277,A06AA02,A06AA02,A06AA02 - Docusato de sodio,A06AA02 - Docusato de sodio
278,A06AA51,A06AA51,"A06AA51 - Parafina blanda, combinaciones con","A06AA51 - Parafina blanda, combinaciones con"
279,A06AB,A06AB,A06AB - Laxantes de contacto,A06AB - Laxantes de contacto
280,A06AB01,A06AB01,A06AB01 - Oxifenisatina,A06AB01 - Oxifenisatina
281,A06AB02,A06AB02,A06AB02 - Bisacodilo,A06AB02 - Bisacodilo
282,A06AB03,A06AB03,A06AB03 - Dantrón,A06AB03 - Dantrón
283,A06AB04,A06AB04,A06AB04 - Fenoftaleína,A06AB04 - Fenoftaleína
284,A06AB05,A06AB05,A06AB05 - Aceite de ricino,A06AB05 - Aceite de ricino
285,A06AB06,A06AB06,A06AB06 - Glicósidos de sena,A06AB06 - Glicósidos de sena
286,A06AB07,A06AB07,A06AB07 - Cáscara,A06AB07 - Cáscara
287,A06AB08,A06AB08,A06AB08 - Picosulfato de sodio,A06AB08 - Picosulfato de sodio
288,A06AB09,A06AB09,A06AB09 - Bisoxatina,A06AB09 - Bisoxatina
289,A06AB20,A06AB20,A06AB20 - Laxantes de contacto en combinación,A06AB20 - Laxantes de contacto en combinación
290,A06AB30,A06AB30,A06AB30 - Laxantes de contacto en combinación con alcaloides de belladona,A06AB30 - Laxantes de contacto en combinación con alcaloides de belladona
291,A06AB52,A06AB52,"A06AB52 - Bisacodilo, combinaciones con","A06AB52 - Bisacodilo, combinaciones con"
292,A06AB53,A06AB53,"A06AB53 - Dantrón, combinaciones con","A06AB53 - Dantrón, combinaciones con"
293,L01BB06,L01BB06,L01BB06 - Clofarabina,L01BB06 - Clofarabina
294,A06AB57,A06AB57,"A06AB57 - Cáscara, combinaciones con","A06AB57 - Cáscara, combinaciones con"
295,A06AB58,A06AB58,"A06AB58 - Picosulfato de sodio, combinaciones con","A06AB58 - Picosulfato de sodio, combinaciones con"
296,A06AC,A06AC,A06AC - Formadores de volumen,A06AC - Formadores de volumen
297,A06AC01,A06AC01,A06AC01 - Ispaghula (semillas de psyllium),A06AC01 - Ispaghula (semillas de psyllium)
298,A06AC02,A06AC02,A06AC02 - Etulosa,A06AC02 - Etulosa
299,A06AC03,A06AC03,A06AC03 - Esterculia,A06AC03 - Esterculia
300,A06AC05,A06AC05,A06AC05 - Linaza,A06AC05 - Linaza
301,A06AC06,A06AC06,A06AC06 - Metilcelulosa,A06AC06 - Metilcelulosa
302,A06AC07,A06AC07,A06AC07 - Trítico (fibra de trigo),A06AC07 - Trítico (fibra de trigo)
303,A06AC08,A06AC08,A06AC08 - Policarbófilo cálcico,A06AC08 - Policarbófilo cálcico
304,A06AC51,A06AC51,"A06AC51 - Ispaghula, combinaciones con","A06AC51 - Ispaghula, combinaciones con"
305,A06AC53,A06AC53,"A06AC53 - Esterculia, combinaciones con","A06AC53 - Esterculia, combinaciones con"
306,A06AC55,A06AC55,"A06AC55 - Linaza, combinaciones con","A06AC55 - Linaza, combinaciones con"
307,A06AD,A06AD,A06AD - Laxantes osmóticos,A06AD - Laxantes osmóticos
308,A06AD01,A06AD01,A06AD01 - Magnesio carbonato,A06AD01 - Magnesio carbonato
309,A06AD02,A06AD02,A06AD02 - Magnesio óxido,A06AD02 - Magnesio óxido
310,A06AD03,A06AD03,A06AD03 - Magnesio peróxido,A06AD03 - Magnesio peróxido
311,A06AD04,A06AD04,A06AD04 - Magnesio sulfato,A06AD04 - Magnesio sulfato
312,A06AD10,A06AD10,A06AD10 - Sales minerales en combinación,A06AD10 - Sales minerales en combinación
313,A06AD11,A06AD11,A06AD11 - Lactulosa,A06AD11 - Lactulosa
314,A06AD12,A06AD12,A06AD12 - Lactitol,A06AD12 - Lactitol
315,A06AD13,A06AD13,A06AD13 - Sulfato de sodio,A06AD13 - Sulfato de sodio
316,A06AD14,A06AD14,"A06AD14 - Pentaeritritilo, tetranitrato","A06AD14 - Pentaeritritilo, tetranitrato"
317,A06AD15,A06AD15,A06AD15 - Macrogol,A06AD15 - Macrogol
318,A06AD16,A06AD16,A06AD16 - Manitol,A06AD16 - Manitol
319,A06AD17,A06AD17,A06AD17 - Fosfato de sodio,A06AD17 - Fosfato de sodio
320,A06AD18,A06AD18,A06AD18 - Sorbitol,A06AD18 - Sorbitol
321,A06AD19,A06AD19,A06AD19 - Cloruro de magnesio,A06AD19 - Cloruro de magnesio
322,A06AD21,A06AD21,A06AD21 - Tartrato de sodio,A06AD21 - Tartrato de sodio
323,A06AD61,A06AD61,"A06AD61 - Lactulosa, combinaciones con","A06AD61 - Lactulosa, combinaciones con"
324,A06AD65,A06AD65,"A06AD65 - Macrogol, combinaciones con","A06AD65 - Macrogol, combinaciones con"
325,A06AG,A06AG,A06AG - Enemas,A06AG - Enemas
326,A06AG01,A06AG01,A06AG01 - Fosfato de sodio,A06AG01 - Fosfato de sodio
327,A06AG02,A06AG02,A06AG02 - Bisacodilo,A06AG02 - Bisacodilo
328,A06AG03,A06AG03,"A06AG03 - Dantrón, incluyendo combinaciones","A06AG03 - Dantrón, incluyendo combinaciones"
329,A06AG04,A06AG04,A06AG04 - Glicerol,A06AG04 - Glicerol
330,A06AG06,A06AG06,A06AG06 - Aceite,A06AG06 - Aceite
331,A06AG07,A06AG07,A06AG07 - Sorbitol,A06AG07 - Sorbitol
332,A06AG10,A06AG10,"A06AG10 - Docusato de sodio, incluyendo combinaciones","A06AG10 - Docusato de sodio, incluyendo combinaciones"
333,A06AG11,A06AG11,"A06AG11 - Sodio lauril sulfoacetato, incluyendo combinaciones","A06AG11 - Sodio lauril sulfoacetato, incluyendo combinaciones"
334,A06AG20,A06AG20,"A06AG20 - Enemas, combinaciones con","A06AG20 - Enemas, combinaciones con"
335,A06AX,A06AX,A06AX - Otros laxantes,A06AX - Otros laxantes
336,A06AX01,A06AX01,A06AX01 - Glicerol,A06AX01 - Glicerol
337,A06AX02,A06AX02,"A06AX02 - Dióxido de carbono, farmacos que producen","A06AX02 - Dióxido de carbono, farmacos que producen"
338,A07,A07,"A07 - ANTIDIARREICOS, AGENTES ANTIINFLAMATORIOS/ANTIINFECCIOSOS INTESTINALES","A07 - ANTIDIARREICOS, AGENTES ANTIINFLAMATORIOS/ANTIINFECCIOSOS INTESTINALES"
339,A07A,A07A,A07A - ANTIINFECCIOSOS INTESTINALES,A07A - ANTIINFECCIOSOS INTESTINALES
340,A07AA,A07AA,A07AA - Antibióticos,A07AA - Antibióticos
341,A07AA01,A07AA01,A07AA01 - Neomicina,A07AA01 - Neomicina
342,A07AA02,A07AA02,A07AA02 - Nistatina,A07AA02 - Nistatina
343,A07AA03,A07AA03,A07AA03 - Natamicina,A07AA03 - Natamicina
344,A07AA04,A07AA04,A07AA04 - Estreptomicina,A07AA04 - Estreptomicina
345,A07AA05,A07AA05,A07AA05 - Polimixina B,A07AA05 - Polimixina B
346,A07AA06,A07AA06,A07AA06 - Paromomicina,A07AA06 - Paromomicina
347,A07AA07,A07AA07,A07AA07 - Amfotericina B,A07AA07 - Amfotericina B
348,A07AA08,A07AA08,A07AA08 - Kanamicina,A07AA08 - Kanamicina
349,A07AA09,A07AA09,A07AA09 - Vancomicina,A07AA09 - Vancomicina
350,A07AA10,A07AA10,A07AA10 - Colistina,A07AA10 - Colistina
351,A07AA11,A07AA11,A07AA11 - Rifaximina,A07AA11 - Rifaximina
352,A07AA51,A07AA51,"A07AA51 - Neomicina, combinaciones con","A07AA51 - Neomicina, combinaciones con"
353,A07AA54,A07AA54,"A07AA54 - Estreptomicina, combinaciones con","A07AA54 - Estreptomicina, combinaciones con"
354,A07AB,A07AB,A07AB - Sulfonamidas,A07AB - Sulfonamidas
355,A07AB02,A07AB02,A07AB02 - Ftalilsulfatiazol,A07AB02 - Ftalilsulfatiazol
356,A07AB03,A07AB03,A07AB03 - Sulfaguanidina,A07AB03 - Sulfaguanidina
357,A07AB04,A07AB04,A07AB04 - Succinilsulfatiazol,A07AB04 - Succinilsulfatiazol
358,A07AC,A07AC,A07AC - Derivados imidazólicos,A07AC - Derivados imidazólicos
359,A07AC01,A07AC01,A07AC01 - Miconazol,A07AC01 - Miconazol
360,A07AX,A07AX,A07AX - Otros antiinfecciosos intestinales,A07AX - Otros antiinfecciosos intestinales
361,A07AX01,A07AX01,A07AX01 - Broxiquinolina,A07AX01 - Broxiquinolina
362,A07AX02,A07AX02,A07AX02 - Acetarsol,A07AX02 - Acetarsol
363,A07AX03,A07AX03,A07AX03 - Nifuroxazida,A07AX03 - Nifuroxazida
364,A07AX04,A07AX04,A07AX04 - Nifurcida,A07AX04 - Nifurcida
365,A07B,A07B,A07B - ADSORBENTES INTESTINALES,A07B - ADSORBENTES INTESTINALES
366,A07BA,A07BA,A07BA - Preparados con carbón,A07BA - Preparados con carbón
367,A07BA01,A07BA01,A07BA01 - Carbón medicinal,A07BA01 - Carbón medicinal
368,A07BA51,A07BA51,"A07BA51 - Carbón medicinal, combinaciones con","A07BA51 - Carbón medicinal, combinaciones con"
369,A07BB,A07BB,A07BB - Preparados con bismuto,A07BB - Preparados con bismuto
370,A07BC,A07BC,A07BC - Otros adsorbentes intestinales,A07BC - Otros adsorbentes intestinales
371,A07BC01,A07BC01,A07BC01 - Pectina,A07BC01 - Pectina
372,A07BC02,A07BC02,A07BC02 - Caolin,A07BC02 - Caolin
373,A07BC03,A07BC03,A07BC03 - Crospovidona,A07BC03 - Crospovidona
374,A07BC04,A07BC04,A07BC04 - Atapulgita,A07BC04 - Atapulgita
375,A07BC05,A07BC05,A07BC05 - Diosmectita,A07BC05 - Diosmectita
376,A07BC30,A07BC30,A07BC30 - Combinaciones,A07BC30 - Combinaciones
377,A07BC54,A07BC54,"A07BC54 - Atapulgita, combinaciones con","A07BC54 - Atapulgita, combinaciones con"
378,A07C,A07C,A07C - ELECTROLITOS CON CARBOHIDRATOS,A07C - ELECTROLITOS CON CARBOHIDRATOS
379,A07CA,A07CA,A07CA - Formulaciones de sales de rehidratación oral,A07CA - Formulaciones de sales de rehidratación oral
380,A07D,A07D,A07D - ANTIPROPULSIVOS,A07D - ANTIPROPULSIVOS
381,A07DA,A07DA,A07DA - Antipropulsivos,A07DA - Antipropulsivos
382,A07DA01,A07DA01,A07DA01 - Difenoxilato,A07DA01 - Difenoxilato
383,A07DA02,A07DA02,A07DA02 - Opio,A07DA02 - Opio
384,A07DA03,A07DA03,A07DA03 - Loperamida,A07DA03 - Loperamida
385,A07DA04,A07DA04,A07DA04 - Difenoxina,A07DA04 - Difenoxina
386,A07DA05,A07DA05,"A07DA05 - Loperamida, óxido de","A07DA05 - Loperamida, óxido de"
387,A07DA52,A07DA52,"A07DA52 - Morfina, combinaciones con","A07DA52 - Morfina, combinaciones con"
388,A07DA53,A07DA53,"A07DA53 - Loperamida, combinaciones con","A07DA53 - Loperamida, combinaciones con"
389,A07E,A07E,A07E - AGENTES ANTIINFLAMATORIOS INTESTINALES,A07E - AGENTES ANTIINFLAMATORIOS INTESTINALES
390,A07EA,A07EA,A07EA - Corticosteroides de acción local,A07EA - Corticosteroides de acción local
391,A07EA01,A07EA01,A07EA01 - Prednisolona,A07EA01 - Prednisolona
392,A07EA02,A07EA02,A07EA02 - Hidrocortisona,A07EA02 - Hidrocortisona
393,A07EA03,A07EA03,A07EA03 - Prednisona,A07EA03 - Prednisona
394,A07EA04,A07EA04,A07EA04 - Betametasona,A07EA04 - Betametasona
395,A07EA05,A07EA05,A07EA05 - Tixocortol,A07EA05 - Tixocortol
396,A07EA06,A07EA06,A07EA06 - Budesonida,A07EA06 - Budesonida
397,A07EA07,A07EA07,A07EA07 - Beclometasona,A07EA07 - Beclometasona
398,A07EB,A07EB,"A07EB - Agentes antialérgicos, excluyendo corticosteroides","A07EB - Agentes antialérgicos, excluyendo corticosteroides"
399,A07EB01,A07EB01,A07EB01 - Ácido cromoglícico,A07EB01 - Ácido cromoglícico
400,A07EC,A07EC,A07EC - Ácido aminosalicílico y agentes similares,A07EC - Ácido aminosalicílico y agentes similares
401,A07EC01,A07EC01,A07EC01 - Sulfasalazina,A07EC01 - Sulfasalazina
402,A07EC02,A07EC02,A07EC02 - Mesalazina,A07EC02 - Mesalazina
403,A07EC03,A07EC03,A07EC03 - Olsalazina,A07EC03 - Olsalazina
404,A07EC04,A07EC04,A07EC04 - Balsalazida,A07EC04 - Balsalazida
405,A07F,A07F,A07F - MICROORGANISMOS ANTIDIARREICOS,A07F - MICROORGANISMOS ANTIDIARREICOS
406,A07FA,A07FA,A07FA - Microorganismos antidiarreicos,A07FA - Microorganismos antidiarreicos
407,A07FA01,A07FA01,"A07FA01 - Ácido láctico, organismo productores de","A07FA01 - Ácido láctico, organismo productores de"
408,A07FA02,A07FA02,A07FA02 - Saccharomyces boulardii,A07FA02 - Saccharomyces boulardii
409,A07FA51,A07FA51,"A07FA51 - Ácido láctico, organismos productores de, combinaciones con","A07FA51 - Ácido láctico, organismos productores de, combinaciones con"
410,A07X,A07X,A07X - OTROS ANTIDIARREICOS,A07X - OTROS ANTIDIARREICOS
411,A07XA,A07XA,A07XA - Otros antidiarreicos,A07XA - Otros antidiarreicos
412,A07XA01,A07XA01,A07XA01 - Tanato de albúmina,A07XA01 - Tanato de albúmina
413,A07XA02,A07XA02,A07XA02 - Ceratonia,A07XA02 - Ceratonia
414,A07XA03,A07XA03,"A07XA03 - Calcio, compuestos de","A07XA03 - Calcio, compuestos de"
415,A07XA04,A07XA04,A07XA04 - Racecadotrilo,A07XA04 - Racecadotrilo
416,A07XA51,A07XA51,"A07XA51 - Tanato de albúmina, combinaciones con","A07XA51 - Tanato de albúmina, combinaciones con"
417,A08,A08,"A08 - PREPARADOS CONTRA LA OBESIDAD, EXCLUYENDO PRODUCTOS DIETÉTICOS","A08 - PREPARADOS CONTRA LA OBESIDAD, EXCLUYENDO PRODUCTOS DIETÉTICOS"
418,A08A,A08A,"A08A - PREPARADOS CONTRA LA OBESIDAD, EXCLUYENDO PRODUCTOS DIETÉTICOS","A08A - PREPARADOS CONTRA LA OBESIDAD, EXCLUYENDO PRODUCTOS DIETÉTICOS"
419,A08AA,A08AA,A08AA - Productos contra la obesidad de acción central,A08AA - Productos contra la obesidad de acción central
420,A08AA01,A08AA01,A08AA01 - Fentermina,A08AA01 - Fentermina
421,A08AA02,A08AA02,A08AA02 - Fenfluramina,A08AA02 - Fenfluramina
422,A08AA03,A08AA03,A08AA03 - Amfepramona,A08AA03 - Amfepramona
423,A08AA04,A08AA04,A08AA04 - Dexfenfluramina,A08AA04 - Dexfenfluramina
424,A08AA05,A08AA05,A08AA05 - Mazindol,A08AA05 - Mazindol
425,A08AA06,A08AA06,A08AA06 - Etilanfetamina,A08AA06 - Etilanfetamina
426,A08AA07,A08AA07,A08AA07 - Catina,A08AA07 - Catina
427,A08AA08,A08AA08,A08AA08 - Clobenzorex,A08AA08 - Clobenzorex
428,A08AA09,A08AA09,A08AA09 - Mefenorex,A08AA09 - Mefenorex
429,A08AA10,A08AA10,A08AA10 - Sibutramina,A08AA10 - Sibutramina
430,A08AA56,A08AA56,"A08AA56 - Efedrina, combinaciones con","A08AA56 - Efedrina, combinaciones con"
431,A08AB,A08AB,A08AB - Productos contra la obesidad de acción periférica,A08AB - Productos contra la obesidad de acción periférica
432,A08AB01,A08AB01,A08AB01 - Orlistat,A08AB01 - Orlistat
433,A09,A09,"A09 - DIGESTIVOS, INCLUYENDO ENZIMAS","A09 - DIGESTIVOS, INCLUYENDO ENZIMAS"
434,A09A,A09A,"A09A - DIGESTIVOS, INCLUYENDO ENZIMAS","A09A - DIGESTIVOS, INCLUYENDO ENZIMAS"
435,A09AA,A09AA,A09AA - Preparados enzimáticos,A09AA - Preparados enzimáticos
436,A09AA01,A09AA01,A09AA01 - Diastasa,A09AA01 - Diastasa
437,A09AA02,A09AA02,"A09AA02 - Multienzimas (lipasa, proteasa, etc.)","A09AA02 - Multienzimas (lipasa, proteasa, etc.)"
438,A09AA03,A09AA03,A09AA03 - Pepsina,A09AA03 - Pepsina
439,A09AA04,A09AA04,A09AA04 - Tilactasa,A09AA04 - Tilactasa
440,A09AB,A09AB,A09AB - Preparados de ácidos,A09AB - Preparados de ácidos
441,A09AB01,A09AB01,"A09AB01 - Ácido glutámico, clorhidrato del","A09AB01 - Ácido glutámico, clorhidrato del"
442,A09AB02,A09AB02,"A09AB02 - Betaína, clorhidrato de","A09AB02 - Betaína, clorhidrato de"
443,A09AB03,A09AB03,A09AB03 - Ácido clorhídrico,A09AB03 - Ácido clorhídrico
444,A09AB04,A09AB04,A09AB04 - Ácido cítrico,A09AB04 - Ácido cítrico
445,A09AC,A09AC,A09AC - Preparados con enzimas y ácidos en combinación,A09AC - Preparados con enzimas y ácidos en combinación
446,A09AC01,A09AC01,A09AC01 - Preparados con pepsina y ácidos,A09AC01 - Preparados con pepsina y ácidos
447,A09AC02,A09AC02,A09AC02 - Multienzimas y preparados de ácidos,A09AC02 - Multienzimas y preparados de ácidos
448,A10,A10,A10 - FÁRMACOS USADOS EN DIABETES,A10 - FÁRMACOS USADOS EN DIABETES
449,A10A,A10A,A10A - INSULINAS Y ANÁLOGOS,A10A - INSULINAS Y ANÁLOGOS
450,A10AB,A10AB,A10AB - Insulinas y análogos de acción rápida para inyección,A10AB - Insulinas y análogos de acción rápida para inyección
451,A10AB01,A10AB01,A10AB01 - Insulina (humana),A10AB01 - Insulina (humana)
452,A10AB02,A10AB02,A10AB02 - Insulina (bovina),A10AB02 - Insulina (bovina)
453,A10AB03,A10AB03,A10AB03 - Insulina (porcina),A10AB03 - Insulina (porcina)
454,A10AB04,A10AB04,A10AB04 - Insulina lispro,A10AB04 - Insulina lispro
455,A10AB05,A10AB05,A10AB05 - Insulina asparta,A10AB05 - Insulina asparta
456,A10AB30,A10AB30,A10AB30 - Combinaciones,A10AB30 - Combinaciones
457,A10AC,A10AC,A10AC - Insulinas y análogos de acción intermedia para inyección,A10AC - Insulinas y análogos de acción intermedia para inyección
458,A10AC01,A10AC01,A10AC01 - Insulina (humana),A10AC01 - Insulina (humana)
459,A10AC02,A10AC02,A10AC02 - Insulina (bovina),A10AC02 - Insulina (bovina)
460,A10AC03,A10AC03,A10AC03 - Insulina (porcina),A10AC03 - Insulina (porcina)
461,A10AC04,A10AC04,A10AC04 - Insulina lispro,A10AC04 - Insulina lispro
462,A10AC30,A10AC30,A10AC30 - Combinaciones,A10AC30 - Combinaciones
463,A10AD,A10AD,A10AD - Insulinas y analogos; combinaciones de insulinas de accion intermedia o prolongada con insulinas de accion inmediata para inyeccion,A10AD - Insulinas y analogos; combinaciones de insulinas de accion intermedia o prolongada con insulinas de accion inmediata para inyeccion
464,A10AD01,A10AD01,A10AD01 - Insulina (humana),A10AD01 - Insulina (humana)
465,A10AD02,A10AD02,A10AD02 - Insulina (bovina),A10AD02 - Insulina (bovina)
466,A10AD03,A10AD03,A10AD03 - Insulina (porcina),A10AD03 - Insulina (porcina)
467,A10AD04,A10AD04,A10AD04 - Insulina lispro,A10AD04 - Insulina lispro
468,A10AD30,A10AD30,A10AD30 - Combinaciones,A10AD30 - Combinaciones
469,A10AE,A10AE,A10AE - Insulinas y análogos de acción prolongada para inyección,A10AE - Insulinas y análogos de acción prolongada para inyección
470,A10AE01,A10AE01,A10AE01 - Insulina (humana),A10AE01 - Insulina (humana)
471,A10AE02,A10AE02,A10AE02 - Insulina (bovina),A10AE02 - Insulina (bovina)
472,A10AE03,A10AE03,A10AE03 - Insulina (porcina),A10AE03 - Insulina (porcina)
473,A10AE04,A10AE04,A10AE04 - Insulina glargina,A10AE04 - Insulina glargina
474,A10AE30,A10AE30,A10AE30 - Combinaciones,A10AE30 - Combinaciones
475,A10B,A10B,A10B - FÁRMACOS HIPOGLUCEMIANTES EXCLUYENDO INSULINAS,A10B - FÁRMACOS HIPOGLUCEMIANTES EXCLUYENDO INSULINAS
476,A10BA,A10BA,A10BA - Biguanidas,A10BA - Biguanidas
477,A10BA01,A10BA01,A10BA01 - Fenformina,A10BA01 - Fenformina
478,A10BA02,A10BA02,A10BA02 - Metformina,A10BA02 - Metformina
479,A10BA03,A10BA03,A10BA03 - Buformina,A10BA03 - Buformina
480,A10BB,A10BB,A10BB - Derivados de las sulfonilureas,A10BB - Derivados de las sulfonilureas
481,A10BB01,A10BB01,A10BB01 - Glibenclamida,A10BB01 - Glibenclamida
482,A10BB02,A10BB02,A10BB02 - Clorpropamida,A10BB02 - Clorpropamida
483,A10BB03,A10BB03,A10BB03 - Tolbutamida,A10BB03 - Tolbutamida
484,A10BB04,A10BB04,A10BB04 - Glibornurida,A10BB04 - Glibornurida
485,A10BB05,A10BB05,A10BB05 - Tolazamida,A10BB05 - Tolazamida
486,A10BB06,A10BB06,A10BB06 - Carbutamida,A10BB06 - Carbutamida
487,A10BB07,A10BB07,A10BB07 - Glipizida,A10BB07 - Glipizida
488,A10BB08,A10BB08,A10BB08 - Gliquidona,A10BB08 - Gliquidona
489,A10BB09,A10BB09,A10BB09 - Gliclazida,A10BB09 - Gliclazida
490,A10BB10,A10BB10,A10BB10 - Metahexamida,A10BB10 - Metahexamida
491,A10BB11,A10BB11,A10BB11 - Glisoxepida,A10BB11 - Glisoxepida
492,A10BB12,A10BB12,A10BB12 - Glimepirida,A10BB12 - Glimepirida
493,A10BB31,A10BB31,A10BB31 - Acetohexamida,A10BB31 - Acetohexamida
494,A10BC,A10BC,A10BC - Sulfonamidas (heterocíclicas),A10BC - Sulfonamidas (heterocíclicas)
495,A10BC01,A10BC01,A10BC01 - Glimidina,A10BC01 - Glimidina
496,A10BD,A10BD,A10BD - Combinaciones de fármacos hipoglucemiantes orales,A10BD - Combinaciones de fármacos hipoglucemiantes orales
497,A10BD01,A10BD01,A10BD01 - Fenformina y sulfonamidas,A10BD01 - Fenformina y sulfonamidas
498,A10BD02,A10BD02,A10BD02 - Metformina y sulfonamidas,A10BD02 - Metformina y sulfonamidas
499,A10BF,A10BF,A10BF - Inhibidores de la alfa glucosidasa,A10BF - Inhibidores de la alfa glucosidasa
500,A10BF01,A10BF01,A10BF01 - Acarbosa,A10BF01 - Acarbosa
501,A10BF02,A10BF02,A10BF02 - Miglitol,A10BF02 - Miglitol
502,A10BF03,A10BF03,A10BF03 - Voglibosa,A10BF03 - Voglibosa
503,A10BG,A10BG,A10BG - Tiazolidinadionas,A10BG - Tiazolidinadionas
504,A10BG01,A10BG01,A10BG01 - Troglitazona,A10BG01 - Troglitazona
505,A10BG02,A10BG02,A10BG02 - Rosiglitazona,A10BG02 - Rosiglitazona
506,A10BG03,A10BG03,A10BG03 - Pioglitazona,A10BG03 - Pioglitazona
507,A10BX,A10BX,A10BX - Otros fármacos hipoglucemiantes excluyendo insulinas,A10BX - Otros fármacos hipoglucemiantes excluyendo insulinas
508,A10BX01,A10BX01,A10BX01 - Goma guar,A10BX01 - Goma guar
509,A10BX02,A10BX02,A10BX02 - Repaglinida,A10BX02 - Repaglinida
510,A10BX03,A10BX03,A10BX03 - Nateglinida,A10BX03 - Nateglinida
511,A10X,A10X,A10X - OTROS FÁRMACOS USADOS EN DIABETES,A10X - OTROS FÁRMACOS USADOS EN DIABETES
512,A10XA,A10XA,A10XA - Inhibidores de la aldosa reductasa,A10XA - Inhibidores de la aldosa reductasa
513,A10XA01,A10XA01,A10XA01 - Tolrestat,A10XA01 - Tolrestat
514,A11,A11,A11 - VITAMINAS,A11 - VITAMINAS
515,A11A,A11A,"A11A - MULTIVITAMÍNICOS, COMBINACIONES","A11A - MULTIVITAMÍNICOS, COMBINACIONES"
516,A11AA,A11AA,A11AA - Multivitamínicos con minerales,A11AA - Multivitamínicos con minerales
517,A11AA01,A11AA01,A11AA01 - Multivitamínicos con hierro,A11AA01 - Multivitamínicos con hierro
518,A11AA02,A11AA02,A11AA02 - Multivitamínicos con calcio,A11AA02 - Multivitamínicos con calcio
519,A11AA03,A11AA03,"A11AA03 - Multivitamínicos con otros minerales, incluyendo combinaciones","A11AA03 - Multivitamínicos con otros minerales, incluyendo combinaciones"
520,A11AA04,A11AA04,A11AA04 - Multivitamínicos y oligoelementos,A11AA04 - Multivitamínicos y oligoelementos
521,A11AB,A11AB,A11AB - Otras combinaciones de multivitaminas,A11AB - Otras combinaciones de multivitaminas
522,A11B,A11B,A11B - MULTIVITAMÍNICOS SOLOS,A11B - MULTIVITAMÍNICOS SOLOS
523,A11BA,A11BA,A11BA - Multivitamínicos solos,A11BA - Multivitamínicos solos
524,A11C,A11C,"A11C - VITAMINAS A Y D, INCLUYENDO COMBINACIONES DE LAS DOS","A11C - VITAMINAS A Y D, INCLUYENDO COMBINACIONES DE LAS DOS"
525,A11CA,A11CA,A11CA - Vitamina A sola,A11CA - Vitamina A sola
526,A11CA01,A11CA01,A11CA01 - Retinol (vit A),A11CA01 - Retinol (vit A)
